0	0.000000
1	15.000000
2	22.000000
3	10.000000
4	27.000000
5	28.000000
6	10.000000
7	29.000000
8	24.000000
9	22.000000
10	29.000000
11	26.000000
12	18.000000
13	20.000000
14	9.000000
15	2.000000
16	15.000000
17	12.000000
18	0.000000
19	21.000000
20	9.000000
21	10.000000
22	17.000000
23	6.000000
24	19.000000
25	0.000000
26	2.000000
27	8.000000
28	14.000000
29	29.000000
30	6.000000
31	18.000000
32	3.000000
33	20.000000
34	23.000000
35	16.000000
36	16.000000
37	20.000000
38	15.000000
39	27.000000
40	23.000000
41	11.000000
42	26.000000
43	15.000000
44	18.000000
45	7.000000
46	20.000000
47	28.000000
48	15.000000
49	9.000000
50	8.000000
51	10.000000
52	21.000000
53	4.000000
54	8.000000
55	8.000000
56	26.000000
57	17.000000
58	5.000000
59	15.000000
60	6.000000
61	8.000000
62	13.000000
63	23.000000
64	19.000000
65	15.000000
66	25.000000
67	19.000000
68	28.000000
69	27.000000
70	20.000000
71	22.000000
72	9.000000
73	7.000000
74	12.000000
75	0.000000
76	17.000000
77	20.000000
78	20.000000
79	22.000000
80	15.000000
81	12.000000
82	5.000000
83	18.000000
84	12.000000
85	18.000000
86	21.000000
87	0.000000
88	22.000000
89	16.000000
90	24.000000
91	23.000000
92	2.000000
93	24.000000
94	17.000000
95	0.000000
96	20.000000
97	9.000000
98	29.000000
99	12.000000
100	28.000000
101	28.000000
102	15.000000
103	22.000000
104	13.000000
105	17.000000
106	28.000000
107	23.000000
108	25.000000
109	19.000000
110	8.000000
111	23.000000
112	15.000000
113	23.000000
114	29.000000
115	21.000000
116	4.000000
117	5.000000
118	19.000000
119	14.000000
120	23.000000
121	9.000000
122	7.000000
123	23.000000
124	26.000000
125	11.000000
126	27.000000
127	9.000000
128	28.000000
129	26.000000
130	18.000000
131	3.000000
132	7.000000
133	19.000000
134	6.000000
135	29.000000
136	21.000000
137	17.000000
138	24.000000
139	8.000000
140	5.000000
141	13.000000
142	17.000000
143	29.000000
144	13.000000
145	28.000000
146	5.000000
147	16.000000
148	12.000000
149	4.000000
150	28.000000
151	4.000000
152	6.000000
153	29.000000
154	20.000000
155	10.000000
156	2.000000
157	8.000000
158	26.000000
159	23.000000
160	3.000000
161	27.000000
162	25.000000
163	13.000000
164	16.000000
165	20.000000
166	1.000000
167	8.000000
168	3.000000
169	4.000000
170	3.000000
171	23.000000
172	29.000000
173	24.000000
174	22.000000
175	29.000000
176	9.000000
177	7.000000
178	18.000000
179	27.000000
180	14.000000
181	20.000000
182	28.000000
183	15.000000
184	9.000000
185	27.000000
186	12.000000
187	4.000000
188	21.000000
189	6.000000
190	4.000000
191	26.000000
192	26.000000
193	6.000000
194	0.000000
195	1.000000
196	0.000000
197	18.000000
198	19.000000
199	18.000000
200	14.000000
201	14.000000
202	8.000000
203	7.000000
204	5.000000
205	23.000000
206	29.000000
207	19.000000
208	13.000000
209	5.000000
210	25.000000
211	8.000000
212	26.000000
213	2.000000
214	13.000000
215	11.000000
216	15.000000
217	21.000000
218	20.000000
219	4.000000
220	20.000000
221	6.000000
222	13.000000
223	17.000000
224	18.000000
225	21.000000
226	0.000000
227	8.000000
228	29.000000
229	20.000000
230	8.000000
231	6.000000
232	20.000000
233	9.000000
234	13.000000
235	29.000000
236	17.000000
237	1.000000
238	28.000000
239	25.000000
240	8.000000
241	22.000000
242	0.000000
243	0.000000
244	10.000000
245	18.000000
246	17.000000
247	16.000000
248	2.000000
249	19.000000
250	20.000000
251	4.000000
252	23.000000
253	19.000000
254	19.000000
255	0.000000
256	18.000000
257	22.000000
258	22.000000
259	8.000000
260	18.000000
261	29.000000
262	6.000000
263	0.000000
264	1.000000
265	3.000000
266	13.000000
267	7.000000
268	23.000000
269	8.000000
270	24.000000
271	26.000000
272	17.000000
273	10.000000
274	7.000000
275	8.000000
276	15.000000
277	6.000000
278	27.000000
279	27.000000
280	7.000000
281	12.000000
282	4.000000
283	7.000000
284	28.000000
285	18.000000
286	7.000000
287	16.000000
288	29.000000
289	8.000000
290	8.000000
291	27.000000
292	13.000000
293	10.000000
294	27.000000
295	22.000000
296	21.000000
297	2.000000
298	17.000000
299	1.000000
300	9.000000
301	28.000000
302	26.000000
303	0.000000
304	19.000000
305	20.000000
306	1.000000
307	3.000000
308	26.000000
309	7.000000
310	17.000000
311	13.000000
312	19.000000
313	10.000000
314	13.000000
315	29.000000
316	2.000000
317	22.000000
318	4.000000
319	18.000000
320	2.000000
321	18.000000
322	13.000000
323	3.000000
324	2.000000
325	1.000000
326	23.000000
327	29.000000
328	16.000000
329	2.000000
330	20.000000
331	9.000000
332	2.000000
333	6.000000
334	4.000000
335	22.000000
336	17.000000
337	13.000000
338	18.000000
339	3.000000
340	0.000000
341	0.000000
342	15.000000
343	6.000000
344	20.000000
345	21.000000
346	26.000000
347	17.000000
348	15.000000
349	6.000000
350	24.000000
351	24.000000
352	24.000000
353	19.000000
354	29.000000
355	9.000000
356	18.000000
357	11.000000
358	23.000000
359	23.000000
360	8.000000
361	11.000000
362	25.000000
363	1.000000
364	11.000000
365	15.000000
366	20.000000
367	7.000000
368	17.000000
369	15.000000
370	21.000000
371	12.000000
372	27.000000
373	27.000000
374	2.000000
375	26.000000
376	10.000000
377	12.000000
378	1.000000
379	11.000000
380	26.000000
381	13.000000
382	13.000000
383	1.000000
384	26.000000
385	5.000000
386	19.000000
387	25.000000
388	24.000000
389	14.000000
390	29.000000
391	2.000000
392	20.000000
